"State","Count","Name","Id","Chief Functionary","Chairman","Promoter Name 1","Promoter Name 2","Promoter Name 3","Promoter Name 4","Secretary","Treasurer","Umbrella-Parent Organisation","Registered","Type","Registration No","Date of Registration","City of Registration","Registration Certificate URL","FCRA Registration No","Key Issues","Operational Area-States","Operational Area-District","Major Activities-Achievements","City","Mobile Number","Email","Fax Number","Address","Phone number","Sectors Working In",,,,,"Website URL"
"Andhra Pradesh",2223,"BHARATH COMPUTERS TECHNOLOGY TRUST","AP/2010/0027317","MALLA VENKATA RAO","smt M LAKSHMI","K INDIRA PRIYADARSHINI",,,,"smt Y SUKANYA","M V KISHORE KUMAR","Karwani Islami","Sub-Registrar","Trust","29/1997",12/10/1997 00:00,"VISAKHAPATNAM","http://ngo.india.gov.in/ngo/Kishorekumar2010.jpg",10350124,"Aged/Elderly, Children, Drinking Water, Education & Literacy, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Legal Awareness & Aid, Micro Finance (SHGs), Nutrition, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment","Andhra Pradesh","Visakhapatnam","B.C.T.Trust is a non-profitable, non-religious, non-political voluntary service organization.It was christened as Bharath Computers Technology Trust in the year 1997.Since then it has been doing a yeomans service to the under privileged and the deprived.(1)General Awareness Programme in Computers:-taking the development in computer applications a awareness programme was conducted for unemployed youth in urban slums and sub-urban areas.The programme was attended by the officials, local leaders.(2)Various vocational Training:-is being imparted to the women of BPL various programmes.(3)Yoga Training.(4)National Festivals:-like 26th Janurary,15th August, Vivekananda Jayanthi, Amberdkar Vardanthi etc are celebrated to develop patriotism amongst the younger generation.(5)International Womens day.(6)Self helf groups promotion and micro-credit finance:-Formation of women thrift group is one of th major achievements of B.C.T.T Groups are being promoted sucessfully with the aim of saving and credit programmes among poor women of different cultures and social motive. Under this programme around 250 self help groups were formed.(7)A programme on ""Quality of life"" was conducted to the members of self help groups with the help of Central Board for Worker education.Government of India.(8)The SHGs are promoted with following objectives:-Building collective strength of women through promoting of SHGs .To integrate women in the main stream of crdit delivery menhanism and enable then to be self reliant.(9)Health Awareness Porgrammes:- Health awareness programme was cnducted with around two hundred women in which the Field Pubicity Officer from Doordarshan Government of India were participated in it.(10) Family Planning Awareness programmes:-The above programme was conducted to educate the advantages of a small and happy family.The women advised to take care of health and disadvantages of not following family planning methods.The participants for the programme were Dr.A.Prameela and Dr.Madhuri.(!!)Aids Awareness programmes:-Almost importance is given to programmes of Aids. The people in the slums are unaware of the repercussions of the disease,total concentration was laid educate the illiterates and especially the drivers of the motor field.(!2)Training in strong of Fruits and Vegetables.(13)Legal Awareness Programmes:-Legal Awareness programmes to eduate the women folk were conducted.Marriage Laws ,Divorce Laws, Porperty related problems are discussed in awareness programmes.etc...","visakhapatnam",9666699329,"kishukumar_kishore@yahoo.co.in",,"MALLA VENKATA RAO,CHIEF FUNCTIONARY,B.C.T.TRUST,D.no-49-1-13/1(3), 1st floor,Near sangam office bust stop,Akkayyapalem main road,Visakhapatnam-530016, Andhra pradesh","0891-2747860","Aged/Elderly, Children, Drinking Water, Education & Literacy, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Legal Awareness & Aid, Micro Finance (SHGs), Nutrition, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment",,,,,
"Andhra Pradesh",2223,"BHARATH EDUCATIONAL AND TRAINING SOCIETY","AP/2009/0020540","S A GAFFOOR","P V JOSHI","S SUJATHA","Promoter Name 2","E NAGALAKSHMI","M SUNILDUTT","S A GAFFOOR","S M RAFIQ","Karwani Islami","Registrar of Societies","Society","320 OF 1994",18/06/1994,"ANANTAPUR","http://ngo.india.gov.in/ngo/beats.kadiri.jpg",,"Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Agriculture, Art & Culture, Biotechnology, Children, Civic Issues, Differently Abled, Disaster Management, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Legal Awareness & Aid, Labour & Employment, Land Resources, Micro Finance (SHGs), Minority Issues, Micro Small & Medium Enterprises, New & Renewable Energy","Andhra Pradesh","Anantapur","The society involved in rural development activities in tribal colenies of kadiri taluq and constructed sanitory letrines crich programmes, establishment of non formal education centeres, condensed course for failed studennts, consumer awareness programme, legal litaracy camps, welfare of old age people, girls hostel programme, mobile homeo and yoga medical camps. AIDS awareness programmes, motivation camps for small and marginal farmers, welfare services for the aged persons, welfare services for stree children animals welfare programme, computer training programme ..etc...","KADIRI",9393106665,"beats.kadiri@gmail.com",,"BEATS, DOOR NO 12/67/1, RANIPETA NAGAR, KADIRI -515591","09393-106665","Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Agriculture, Art & Culture, Biotechnology, Children, Civic Issues, Differently Abled, Disaster Management, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Legal Awareness & Aid, Labour & Employment, Land Resources, Micro Finance (SHGs), Minority Issues, Micro Small & Medium Enterprises, New & Renewable Energy",,,,,
"Andhra Pradesh",2223,"BHARATH EDUCATIONAL SOCIETY","AP/2009/0014619","Patan Naseema","Patan Hussain Khan",,,,,"Patan Abubakar Siddik","Shaik Nurjahan","Karwani Islami","Registrar of Societies","Society","157/2009",17/06/2009,"Vijayawada","http://ngo.india.gov.in/ngo/vce_ndg.JPG",,"Education & Literacy","Andhra Pradesh","Krishna","1.To establish & maintain computer& technical education, software development & other allied institutions. 2. Establish educational institutions both academic and technical,Medical,para Medical schools and colleges such as primary,secondary colleges and professional educational institutions. 3.to open night schools for adult education to remove illiteracy.","Nandigama",9849383861,"vce_ndg@yahoo.in",,"Bharath Educational Society, D.No.-30-155,Cherukatta Bazar, Nandigama(p.o),Nandigama - 521185. Krishna(d.t),A.P.,India.","08678-200114","Education & Literacy",,,,,"http://ngo.india.gov.in"
"Andhra Pradesh",2223,"BHARATH INTEGRATED RURAL DEVELOPMENT SOCIETY","AP/2010/0037837","T Venugopal Reddy","S Bikarisab","A Siva Sankar","Promoter Name 2","Kakarla Ravindra Reddy","D Reddeppa Reddy","T Venugopal Reddy","K Srinivasulu","Bharath Integrated Rural Development Society","Registrar of Societies","Society","51 of 1993",30/01/1993,"Anantapur","http://ngo.india.gov.in/ngo/3283a9c3ee08d8ff9c3ba399c02ac418.BIRDS"" Registration Certificate copy.jpg",,"Animal Husbandry, Dairying & Fisheries, Agriculture, Education & Literacy, Environment & Forests, Rural Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment","Andhra Pradesh","Anantapur","Environment Development Animal Husbandry Women Empowerment Vocational Training Land Development","Hyderabad",9703736477,"birdskadiri@gmail.com",,"Opp: Head Post Office, College Circle, KADIRI-515591, Anantapur Dist, A.P","8494-000000","Animal Husbandry, Dairying & Fisheries, Agriculture, Education & Literacy, Environment & Forests, Rural Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment",,,,,
"Andhra Pradesh",2223,"BHARATHEEYAABHYUDHA
EVASAMITI","AP/2009/0010280","srihari","srihari","av ramana","Promoter Name 2",,,"padmavathi","brk reddy","Karwani Islami","Registrar of Societies","Society","43-99",03/03/1999 00:00,"tirupati","http://ngo.india.gov.in/ngo/sriharia.jpg",10140317,"Health & Family Welfare, Housing, Land Resources, Panchayati Raj, Sports, Tribal Affairs, Women's Development & Empowerment, Youth Affairs","Andhra Pradesh, Tamil Nadu","Chittoor, Cuddapah, Krishna, Nellore, Visakhapatnam, West Godavari, Kanchipuram, Tiruvallur, Vellore","we have achived family planig land development programes for poor farmers","tirupati",9393601489,"filani@rediffmail.com","0877-6944890","196 anantha street tirupati chittoore -516701","0877-2286839","Health & Family Welfare, Housing, Land Resources, Panchayati Raj, Sports, Tribal Affairs, Women's Development & Empowerment, Youth Affairs",,,,,
"Andhra Pradesh",2223,"BHARATHEEYAABHYUDHAYA SEVA SAMITHI","AP/2009/0005193","srihari amudhala","srihari amudhala","nvs prasad","Promoter Name 2","nvs prasad","bv ravikumar","b usha rani","ssv ramakrishana","Karwani Islami","Registrar of Societies","Society",44,03/03/1999 00:00,"tirupati","http://ngo.india.gov.in/ngo/srihariamudhala.jpg",10140317,"Micro Finance (SHGs), Rural Development & Poverty Alleviation, Tribal Affairs, Women's Development & Empowerment, Youth Affairs","Andhra Pradesh, Tamil Nadu","Chittoor, Nellore, Prakasam, Srikakulam, Visakhapatnam, West Godavari, Kanchipuram, Tiruvallur, Vellore","Land development , laying Rural roads Agriculture seeds development .Distribution of forming equipments, group housing constructions, Forestation, women and child welfare Orfanos schools","TIRUPATI",9393601489,"amudhalasrhr92@gmail.com","0877-2286839","SRIHARI AMUDALA DOOR NO; 197,ANANTHA STREET","0877-2286839","Micro Finance (SHGs), Rural Development & Poverty Alleviation, Tribal Affairs, Women's Development & Empowerment, Youth Affairs",,,,,
"Andhra Pradesh",2223,"BHARATHI EDUCATIONAL SOCIETY","AP/2011/0039401","m d firoz","m d firoz","M D FIROZ","Promoter Name 2","RAMANJINAMMA",,"ramanjinamma","sajida banu","SHED","Registrar of Societies","Society","473/1994",08/03/1994 00:00,"ANANTAPUR","http://ngo.india.gov.in/ngo/ff49fe2f24546ab79b5fd1eb03813a49.CERTIFICATE.jpg",10120140,"Environment & Forests","Andhra Pradesh","Anantapur","Bharathi Educational Society has been supported by Ministry of NAEb programme, Environment of and Forests, New Delhi for its activities, the programs undertaken by the organization are promotion of the self help groups, formation of Women self help group, Capacity building of poor, assets building in the community skill development training, environmental Awareness camps, health and education. Handicrafts issue based activities etc. BES has been registered under societies Regn. Act of 1860 and also FCR Act 1976, having Reg .No.s 473/ 94 and FCRA no. 010120140, Respectively. the main goal of the organization is to comprehensive development of rural poor (Schedule Caste, Schedule Tribe, Minority, Poor Christian, Women Groups, Leadership Training Camps) through integrated approach. The committed team of the organization established better rapport among the target villages and executing all its activities through the peoples organization.","HINDUPUR",9247363267,"bharathi.hdp@gmail.com",,"BHARATHI EDUCATIONAL SOCIETY D.NO. 13-15-398, VIDYA NAGAR,NEAR BALAJI VIDYA VIHAR - HINDUPUR - 515201 ANANTAPUR DISTRICT","8556-224861","Environment & Forests",,,,,
"Andhra Pradesh",2223,"BHARATHI IKYA RURAL DEVELOPMENT SOCIETY","AP/2010/0033213","P BALAJI","P KRISHNAMURTHY NAIDU",,,,,"P BALAJI","K BHASKAR NAGABHUSHANAM","Karwani Islami","Registrar of Societies","Society",641,26/09/1995,"CHITTOOR","http://ngo.india.gov.in/ngo/19d495dbe9a6fa8014d9eaf05fc675ba.Registration"" Certificate.jpg",,"Aged/Elderly, Agriculture, Children, Civic Issues, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Human Rights, Legal Awareness & Aid, Micro Finance (SHGs), Nutrition, Panchayati Raj, Rural Development & Poverty Alleviation, Sports, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs","Andhra Pradesh",,"vocational trainings, awareness camps, health services, educational services etc.","PALAMANER",9980731863,"birdsctr@gmail.com","8579-252181","6-413, SRINAGAR COLONY GUDIATHAM ROAD OLD PET PALAMANER","8579-252181","Aged/Elderly, Agriculture, Children, Civic Issues, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Human Rights, Legal Awareness & Aid, Micro Finance (SHGs), Nutrition, Panchayati Raj, Rural Development & Poverty Alleviation, Sports, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs",,,,,
"Andhra Pradesh",2223,"BHARATHI MAHILA MANDALI","AP/2009/0018176","P Showramma","P Showramma",,,,,"K Jyothi","B Merry","Karwani Islami","Registrar of Societies","Society",3105,25/12/1988,"Hyderabad","http://ngo.india.gov.in/ngo/bmmandali.jpg",,"Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Art & Culture, Civic Issues, Drinking Water, Education & Literacy, Environment & Forests, Human Rights, Labour & Employment, Land Resources, Panchayati Raj, Tribal Affairs, Vocational Training, Women's Development & Empowerment","Andhra Pradesh","Nalgonda","Participating in integrated and sustainable development; Organising mutual aid and cooperation; Promote and develop rural and tribal activities; Promote livelihood activities and trainings for rural people in general and rural women; Conducting trainings, workshops, seminars;","Bhongir",,"bmm@mail.com",,"LIG-1-166, APHB Colony, Bhongir, Nalgonda District","011-24698765","Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Art & Culture, Civic Issues, Drinking Water, Education & Literacy, Environment & Forests, Human Rights, Labour & Employment, Land Resources, Panchayati Raj, Tribal Affairs, Vocational Training, Women's Development & Empowerment",,,,,
"Andhra Pradesh",2223,"BHARATHI MAHILA VOLUNTARY SERVICE ORGANISATION","AP/2011/0040678","K Seetha Bhagya Lakshmi","K Seetha Bhagya Lakshmi",,,,,"geetha","salini","Karwani Islami","Registrar of Societies","Society","216/93",09/10/1993 00:00,"Nellore","http://ngo.india.gov.in/ngo/15a4a3544def7541795076b0863ff2ea.bmvso"" org_0001.pdf",10310089,"Aged/Elderly, Agriculture, Art & Culture, Food Processing, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Micro Small & Medium Enterprises, Vocational Training, Women's Development & Empowerment, Youth Affairs","Andhra Pradesh",,"On-going projects Old Age Home under Ministyry of Social Justice and Empowerment, Rajeev Gandhi Creche Units 3 in number - Central Social Welfare Board , Skill Development Initiative Programme on Magguam work â€“ Embroidery- Under NORAD Scheme Clusters under AHVY Programme in Ministry of Textiles,",,,"bharthimahilavsorganisation@gmail.com",,"D.No. 11-3-33, Swayampakulavari street, KAVALI-524201, SPSR Nellore District","08626-240322","Aged/Elderly, Agriculture, Art & Culture, Food Processing, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Micro Small & Medium Enterprises, Vocational Training, Women's Development & Empowerment, Youth Affairs",,,,,
"Andhra Pradesh",2223,"BHARATHI RURAL AND URBAN TECHNICAL HEALTH EDUCATIONAL INSTITUTE","AP/2010/0028558","G VISWA PRASAD","S JAYA PRASAD",,,,,"G VISWA PRASAD","I SIVA PRASAD","Karwani Islami","Registrar of Societies","Society",425,31/12/1996,"TIRUPATI","http://ngo.india.gov.in/ngo/bruthei.jpg",10140350,"Aged/Elderly, Agriculture, Art & Culture, Children, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Human Rights, Legal Awareness & Aid, Labour & Employment, Micro Finance (SHGs), Minority Issues, Micro Small & Medium Enterprises, Nutrition, Panchayati Raj, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Sports, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment,","Andhra Pradesh","Anantapur, Chittoor","hEALTH RELATED ACTIVITIES, FREE EYE CARE PROGRAMME, CULTURAL ACTIVITIES, ENVIRONMENT AWARENESS CAMPAIGNS, VOCATIONAL TRAININGS, INCOME GENERATION PROGRAMMES","TIRUPATI",9949239329,"bruthei1996@gmail.com","0877-2222260","18-2-66, KORLAGUNTA, TIRUPATI - 517 501","0877-2224562","Aged/Elderly, Agriculture, Art & Culture, Children, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Human Rights, Legal Awareness & Aid, Labour & Employment, Micro Finance (SHGs), Minority Issues, Micro Small & Medium Enterprises, Nutrition, Panchayati Raj, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Sports, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment,",,,,,
"Andhra Pradesh",2223,"BHARATHI RURAL UPLIFTMENT SOCIETY","AP/2010/0036553","G Robert","P Antonyshayanathan",,,,,"G Robert","T James","Karwani Islami","Registrar of Societies","Society","167/1989",05/05/1989 00:00,"Chittoor","http://ngo.india.gov.in/ngo/503b3a238b5f0c39b5b1a27d1cab9325.Picture"" 001.jpg",,"Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Agriculture, Art & Culture, Children, Differently Abled, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Information & Communication Technology, Legal Awareness & Aid, Land Resources, Micro Finance (SHGs), Minority Issues, Micro Small & Medium Enterprises, New & Renewable Energy, Nutrition, Panchayati Raj, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology,","Andhra Pradesh","Chittoor","AIDS awareness camps Consumer awareness camps Free eye camps child rights programe women empowerment programe environment programe RCH programe vocational training SHG tarinings","Nagalapuram",9884058759,"robertbrusorg@yahoo.com",,"Vembakam Dalitha Wada S S Puram Post Nagalapuram Mandal Chittoor dt AP 517589","08755-224563","Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Agriculture, Art & Culture, Children, Differently Abled, Dalit Upliftment, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Information & Communication Technology, Legal Awareness & Aid, Land Resources, Micro Finance (SHGs), Minority Issues, Micro Small & Medium Enterprises, New & Renewable Energy, Nutrition, Panchayati Raj, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology,",,,,,
"Andhra Pradesh",2223,"BHARATHIYA WOMEN AND RURAL DEVELOPMENT SOCIETY","AP/2010/0035756","S RADHA","S RADHA","G PAVANA","Promoter Name 2","E MANJULA",,"C BHARATHI","V MALLESWARI","Karwani Islami","Registrar of Societies","Society","90 OF 1996",21/01/1996,"KURNOOL","http://ngo.india.gov.in/ngo/ec8cebde56d277b79507edd45580b08b.BWRDS_Registration.jpg",10270119,"Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Agriculture, Children, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Legal Awareness & Aid, Micro Finance (SHGs), Rural Development & Poverty Alleviation, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment, Youth Affairs","Andhra Pradesh",,"Since inception, we have been assisting women and men in their struggle against economic backwardness, discrimination, exploitation and atrocities. We have made some progress towards the empowerment of poor and marginalized women and men, brining equality and financial independence. The Chief Functionary, EC Members, Staff and Volunteers of the organization have attained a good experience in organizing health-education-environment awareness campaigns, community mobilization, organization of people, motivation of target people etc. We work with downtrodden like SC, ST, and OBC etc. We gained good insight in conducting welfare and development programs for the benefit of poor and needy. Ever since inception, we are endeavoring in implementing various need based interventions as follows: 1. Social Engineering Activities of Lift Irrigation 2. SHGs Promotion and Formation Of MACTS 3. Vermi Compost, Awareness Program, 4. Communal harmony, Peace 5. Family Counseling and Domestic Violence 6. NPM AND ORGANIC FARMING 7. Flood Response programme 8. Village profile and PRA 9. NPM & ORGANIC FARMING 10. Women rights and Entitlements 11. NREGS","kurnool",9440292204,"bwrdsap@yahoo.com",,"S.Radha, President ,D.No.81/331-A, Rukhmini Nagar, Near Gooty Petrol Bunk, KURNOOL â€“ 518002 (A.P)","08518-255050","Animal Husbandry, Dairying & Fisheries, Aged/Elderly, Agriculture, Children, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Legal Awareness & Aid, Micro Finance (SHGs), Rural Development & Poverty Alleviation, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment, Youth Affairs",,,,,
